Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,PQ_student_encoded,PQ_student_named,Previous qualification /10,Nacionality,Mother's qualification,MQ_encoded,MQ_encoded,MQ_named,Father's qualification,FQ_encoded,FQ_named,Mother's occupation,MO_encoded,MO_named,1000,Father's occupation,FO_encoded,FO_named,Salaire_père,Revenu_foyer,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),"CU 1st sem (grade, number)",Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),"CU 2nd sem (grade, number)",Curricular units 2nd sem (without evaluations),Year,Unemployment rate,Inflation rate,GDP,Target
1,17,1,9085,1.00,1,3,Lycée terminé,"13,2",1,38,2,2,Collège,38,2,Collège,4,5,Employés,900,9,6,Ouvriers,900,1800,"11,91",0,0,0,1,0,0,20,0,0,6,8,6,"13,29",0,6,16,6,"11,80",0,2015,"12,4","0,5","1,79",Graduate
1,1,4,171,1.00,1,3,Lycée terminé,"14,6",1,1,3,3,Lycée,1,3,Lycée,9,6,Ouvriers,1000,5,5,Employés,1000,2000,"15,13",1,0,0,1,0,1,19,0,6,12,12,12,"12,75",4,11,16,11,"13,25",0,2017,"8,9","1,4","3,51",Graduate
1,43,1,9238,1.00,1,3,Lycée terminé,"10,9",1,19,3,3,Lycée,37,2,Collège,5,5,Employés,900,5,5,Employés,1000,1900,"10,83",0,0,0,1,0,1,21,0,0,6,15,2,"10,50",0,6,8,5,"12,40",0,2010,"10,8","1,4","1,74",Enrolled
1,17,1,9853,1.00,1,3,Lycée terminé,"13,3",1,38,2,2,Collège,38,2,Collège,9,6,Ouvriers,1200,9,6,Ouvriers,900,2100,"12,74",0,0,1,1,0,1,18,0,0,7,7,7,"12,71",0,7,7,7,"12,29",0,2013,"16,2","0,3","-0,92",Graduate
1,42,1,9500,1.00,1,3,Lycée terminé,"12,4",1,19,3,3,Lycée,19,3,Lycée,4,5,Employés,900,9,6,Ouvriers,900,1800,"12,40",0,0,0,1,0,0,23,0,0,8,8,8,"12,89",0,8,8,8,"12,89",0,2009,"9,4","-0,8","-3,12",Graduate
1,1,1,9070,1.00,1,3,Lycée terminé,"13,3",1,1,3,3,Lycée,1,3,Lycée,9,6,Ouvriers,900,9,6,Ouvriers,900,1800,"15,50",0,0,0,1,0,1,21,0,0,6,7,5,"13,00",0,6,6,6,"12,67",0,2013,"16,2","0,3","-0,92",Graduate
1,1,1,9147,1.00,1,3,Lycée terminé,"12,1",1,37,2,2,Collège,38,2,Collège,9,6,Ouvriers,1350,9,6,Ouvriers,900,2250,"11,40",0,0,0,1,0,1,19,0,0,5,7,5,"12,20",0,5,6,5,"11,20",0,2016,"11,1","0,6","2,02",Graduate
1,1,2,9147,1.00,1,3,Lycée terminé,"12,9",1,38,2,2,Collège,19,3,Lycée,3,4,Professions intermédiaires,1200,7,6,Ouvriers,1300,2500,"11,89",1,0,0,1,0,0,19,0,0,5,8,4,"12,80",0,5,10,3,"14,50",0,2010,"10,8","1,4","1,74",Enrolled
1,53,1,9085,1.00,42,3,Lycée professionnel et technologique,"16,0",1,19,3,3,Lycée,37,2,Collège,4,5,Employés,2000,9,6,Ouvriers,900,2900,"16,00",1,0,0,1,0,0,20,0,7,11,15,11,"13,79",4,9,9,9,"13,89",0,2017,"8,9","1,4","3,51",Graduate
1,43,1,9147,1.00,1,3,Lycée terminé,"13,1",1,3,3,3,Lycée,19,3,Lycée,2,3,Cadres et professions intellectuelles,900,9,6,Ouvriers,900,1800,"12,61",0,0,0,1,0,0,18,0,0,5,5,0,"0,00",0,5,9,4,"13,25",2,2013,"16,2","0,3","-0,92",Enrolled
1,1,1,9500,1.00,1,3,Lycée terminé,"15,0",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,1200,7,6,Ouvriers,1300,2500,"13,65",1,0,0,1,0,1,18,0,0,8,8,8,"14,50",0,8,8,8,"14,50",0,2009,"9,4","-0,8","-3,12",Graduate
2,1,5,9500,1.00,1,3,Lycée terminé,"13,0",1,1,3,3,Lycée,19,3,Lycée,4,5,Employés,1000,4,5,Employés,1200,2200,"12,23",0,0,0,1,0,0,19,0,0,7,7,6,"14,35",0,7,7,6,"14,35",0,2008,"7,6","2,6","0,32",Graduate
1,17,1,9070,1.00,1,3,Lycée terminé,"13,3",1,38,2,2,Collège,19,3,Lycée,5,5,Employés,900,5,5,Employés,1000,1900,"12,80",0,0,0,1,0,1,21,0,0,6,6,6,"11,50",0,6,6,6,"12,33",0,2009,"9,4","-0,8","-3,12",Graduate
1,1,1,9238,1.00,1,3,Lycée terminé,"15,4",1,38,2,2,Collège,38,2,Collège,9,6,Ouvriers,1300,9,6,Ouvriers,900,2200,"15,65",1,1,0,1,0,1,18,0,0,6,8,6,"11,71",0,6,6,6,"14,67",0,2011,"12,7","3,7","-1,7",Graduate
1,1,1,9670,1.00,1,3,Lycée terminé,"12,6",1,37,2,2,Collège,19,3,Lycée,7,6,Ouvriers,900,7,6,Ouvriers,1300,2200,"12,57",0,0,0,1,0,0,20,0,0,6,9,6,"13,57",0,6,10,5,"13,60",0,2012,"15,5","2,8","-4,06",Enrolled
1,1,1,9773,1.00,1,3,Lycée terminé,"15,0",1,19,3,3,Lycée,38,2,Collège,9,6,Ouvriers,900,5,5,Employés,1000,1900,"14,30",0,0,0,1,0,0,18,0,0,6,6,5,"13,00",0,6,6,6,"13,67",0,2011,"12,7","3,7","-1,7",Graduate
1,17,5,9500,1.00,1,3,Lycée terminé,"14,1",1,19,3,3,Lycée,19,3,Lycée,9,6,Ouvriers,900,7,6,Ouvriers,1300,2200,"13,19",1,0,0,1,0,1,18,0,0,7,8,7,"13,57",0,8,8,8,"14,03",0,2012,"15,5","2,8","-4,06",Graduate
2,43,1,9991,0.00,1,3,Lycée terminé,"13,4",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,1350,9,6,Ouvriers,900,2250,"11,37",0,0,0,1,0,0,32,0,1,5,5,5,"10,20",0,5,9,4,"11,25",0,2009,"9,4","-0,8","-3,12",Enrolled
1,17,2,171,1.00,1,3,Lycée terminé,"14,6",1,3,3,3,Lycée,3,4,Licence,3,4,Professions intermédiaires,900,3,4,Professions intermédiaires,1350,2250,"15,51",1,0,0,1,0,0,18,0,0,0,0,0,"0,00",0,0,0,0,"0,00",0,2014,"13,9","-0,3","0,79",Graduate
1,16,3,9853,1.00,1,3,Lycée terminé,"13,4",1,19,3,3,Lycée,37,2,Collège,9,6,Ouvriers,900,9,6,Ouvriers,900,1800,"12,11",1,0,0,1,0,0,19,0,0,6,8,5,"12,20",0,6,8,5,"11,80",0,2010,"10,8","1,4","1,74",Enrolled
1,1,3,9500,1.00,1,3,Lycée terminé,"13,9",1,1,3,3,Lycée,19,3,Lycée,9,6,Ouvriers,1200,3,4,Professions intermédiaires,1350,2550,"13,03",1,0,0,1,0,1,18,0,0,8,8,8,"14,15",0,8,8,8,"14,15",0,2009,"9,4","-0,8","-3,12",Graduate
1,1,6,9500,1.00,1,3,Lycée terminé,"13,6",1,1,3,3,Lycée,1,3,Lycée,4,5,Employés,1350,5,5,Employés,1000,2350,"12,33",0,0,0,0,0,0,18,0,0,8,8,0,"0,00",0,8,8,0,"0,00",8,2009,"9,4","-0,8","-3,12",Dropout
1,1,5,9773,1.00,1,3,Lycée terminé,"11,0",1,19,3,3,Lycée,38,2,Collège,3,4,Professions intermédiaires,1200,5,5,Employés,1000,2200,"11,74",1,0,0,1,0,0,20,0,0,6,7,6,"13,83",0,6,6,6,"12,83",0,2016,"11,1","0,6","2,02",Graduate
1,5,1,9670,1.00,1,3,Lycée terminé,"13,5",1,1,3,3,Lycée,12,3,Lycée,4,5,Employés,900,4,5,Employés,1200,2100,"14,03",1,0,0,1,0,0,19,0,0,6,7,6,"13,43",0,6,6,4,"14,00",0,2015,"12,4","0,5","1,79",Enrolled
1,17,4,9500,1.00,1,3,Lycée terminé,"12,9",1,38,2,2,Collège,37,2,Collège,9,6,Ouvriers,1300,5,5,Employés,1000,2300,"12,00",1,0,0,1,0,0,19,0,0,8,8,7,"12,45",0,8,8,7,"12,45",0,2010,"10,8","1,4","1,74",Graduate
1,17,1,9147,1.00,1,3,Lycée terminé,"13,9",1,38,2,2,Collège,38,2,Collège,7,6,Ouvriers,1200,5,5,Employés,1000,2200,"13,34",0,0,0,1,0,0,18,0,0,5,9,1,"11,00",0,5,10,0,"0,00",0,2009,"9,4","-0,8","-3,12",Enrolled
1,1,4,9500,1.00,1,3,Lycée terminé,"13,7",1,1,3,3,Lycée,19,3,Lycée,4,5,Employés,1300,7,6,Ouvriers,1300,2600,"12,67",1,0,0,1,0,0,18,0,0,7,0,0,"0,00",0,8,0,0,"0,00",0,2012,"15,5","2,8","-4,06",Dropout
1,17,3,9500,1.00,1,3,Lycée terminé,"13,8",1,1,3,3,Lycée,19,3,Lycée,7,6,Ouvriers,2000,8,6,Ouvriers,1200,3200,"12,93",1,0,0,1,0,1,18,0,0,7,8,6,"13,27",0,8,11,7,"12,94",0,2015,"12,4","0,5","1,79",Graduate
1,17,6,9500,1.00,1,3,Lycée terminé,"13,6",1,3,3,3,Lycée,38,2,Collège,2,3,Cadres et professions intellectuelles,2000,9,6,Ouvriers,900,2900,"12,57",1,0,0,1,0,0,20,0,0,7,8,6,"13,55",0,8,11,6,"14,78",0,2016,"11,1","0,6","2,02",Enrolled
1,1,1,9773,1.00,1,3,Lycée terminé,"14,3",1,3,3,3,Lycée,3,4,Licence,2,3,Cadres et professions intellectuelles,1350,5,5,Employés,1000,2350,"14,48",0,0,0,1,0,0,19,0,0,6,6,6,"12,17",0,6,6,6,"12,50",0,2013,"16,2","0,3","-0,92",Enrolled
1,1,1,9254,1.00,1,3,Lycée terminé,"13,3",1,38,2,2,Collège,19,3,Lycée,3,4,Professions intermédiaires,900,3,4,Professions intermédiaires,1350,2250,"9,86",0,0,0,1,0,0,21,0,0,6,16,2,"11,00",0,6,12,0,"0,00",0,2011,"12,7","3,7","-1,7",Dropout
1,1,1,9853,1.00,1,3,Lycée terminé,"13,6",1,38,2,2,Collège,37,2,Collège,9,6,Ouvriers,1200,9,6,Ouvriers,900,2100,"12,69",1,0,0,1,0,1,19,0,0,7,7,7,"13,29",0,7,7,7,"14,43",0,2016,"11,1","0,6","2,02",Graduate
1,17,1,9238,1.00,1,3,Lycée terminé,"13,9",1,19,3,3,Lycée,38,2,Collège,4,5,Employés,900,9,6,Ouvriers,900,1800,"14,67",1,0,0,1,0,1,20,0,0,6,6,6,"13,33",0,6,7,6,"14,00",0,2012,"15,5","2,8","-4,06",Graduate
1,1,1,9500,1.00,1,3,Lycée terminé,"12,5",1,1,3,3,Lycée,1,3,Lycée,9,6,Ouvriers,900,4,5,Employés,1200,2100,"11,70",0,0,0,1,0,1,21,0,0,8,8,8,"13,26",0,8,8,8,"13,26",0,2009,"9,4","-0,8","-3,12",Graduate
1,44,1,9085,1.00,39,3,Lycée professionnel et technologique,"13,0",1,37,2,2,Collège,38,2,Collège,9,6,Ouvriers,1000,6,1,Agriculteurs exploitants,1000,2000,"13,00",1,0,0,1,0,0,23,0,0,6,7,0,"0,00",0,6,7,0,"0,00",0,2016,"11,1","0,6","2,02",Dropout
1,17,1,9238,1.00,1,3,Lycée terminé,"13,7",1,1,3,3,Lycée,38,2,Collège,5,5,Employés,3000,8,6,Ouvriers,1200,4200,"12,58",0,0,0,0,0,1,18,0,0,6,10,6,"12,67",0,6,6,2,"11,50",0,2011,"12,7","3,7","-1,7",Dropout
2,39,1,9991,0.00,3,4,Licence,"13,0",1,3,3,3,Lycée,1,3,Lycée,1,3,Cadres et professions intellectuelles,1200,10,5,Employés,1200,2400,"16,00",0,0,0,1,0,0,30,0,0,5,5,5,"14,60",0,5,5,5,"15,40",0,2011,"12,7","3,7","-1,7",Dropout
1,1,1,9085,1.00,1,3,Lycée terminé,"13,0",1,9,3,3,Lycée,19,3,Lycée,4,5,Employés,900,1,3,Cadres et professions intellectuelles,3000,3900,"13,42",1,0,0,1,0,0,20,0,0,5,13,0,"0,00",0,5,5,0,"0,00",5,2009,"9,4","-0,8","-3,12",Dropout
2,43,2,9147,1.00,1,3,Lycée terminé,"16,0",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,1000,9,6,Ouvriers,900,1900,"9,60",0,0,0,0,0,0,29,0,3,5,7,3,"12,33",0,5,8,0,"0,00",0,2010,"10,8","1,4","1,74",Dropout
1,18,1,9147,1.00,1,3,Lycée terminé,"10,0",1,38,2,2,Collège,38,2,Collège,5,5,Employés,1200,5,5,Employés,1000,2200,"10,18",1,0,0,1,0,0,24,0,0,5,5,5,"10,80",0,5,11,2,"11,00",0,2010,"10,8","1,4","1,74",Enrolled
1,1,1,9238,1.00,1,3,Lycée terminé,"13,6",1,19,3,3,Lycée,1,3,Lycée,4,5,Employés,900,3,4,Professions intermédiaires,1350,2250,"12,52",1,0,0,1,0,0,20,0,0,6,7,6,"11,67",0,6,10,6,"11,33",0,2008,"7,6","2,6","0,32",Graduate
1,43,1,8014,0.00,1,3,Lycée terminé,"11,7",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,900,9,6,Ouvriers,900,1800,"10,00",0,0,0,1,0,0,27,0,0,6,6,4,"12,50",0,6,6,6,"14,33",0,2014,"13,9","-0,3","0,79",Dropout
2,7,1,9147,1.00,3,4,Licence,"14,0",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,950,9,6,Ouvriers,900,1850,"14,00",0,0,0,1,0,0,23,0,0,5,0,0,"0,00",0,5,0,0,"0,00",0,2008,"7,6","2,6","0,32",Dropout
1,51,1,9070,1.00,1,3,Lycée terminé,"13,2",1,19,3,3,Lycée,19,3,Lycée,153,5,Employés,1200,153,5,Employés,950,2150,"12,00",0,0,0,1,0,1,23,0,0,6,6,6,"15,33",0,6,6,6,"14,17",0,2016,"11,1","0,6","2,02",Graduate
1,1,3,9500,1.00,1,3,Lycée terminé,"14,7",1,1,3,3,Lycée,1,3,Lycée,4,5,Employés,900,4,5,Employés,1200,2100,"13,43",1,0,0,1,0,0,18,0,0,8,8,7,"14,20",0,8,8,7,"14,20",0,2011,"12,7","3,7","-1,7",Graduate
1,1,1,9773,1.00,1,3,Lycée terminé,"15,8",1,38,2,2,Collège,38,2,Collège,9,6,Ouvriers,1200,7,6,Ouvriers,1300,2500,"14,47",1,0,0,1,0,1,19,0,0,6,6,6,"14,83",0,6,6,6,"14,67",0,2011,"12,7","3,7","-1,7",Graduate
1,17,6,9500,1.00,1,3,Lycée terminé,"14,2",1,19,3,3,Lycée,37,2,Collège,4,5,Employés,1200,9,6,Ouvriers,900,2100,"13,19",1,0,0,1,0,0,19,0,0,7,7,7,"13,64",0,8,8,8,"14,39",0,2014,"13,9","-0,3","0,79",Dropout
1,1,1,9773,1.00,1,3,Lycée terminé,"14,3",1,1,3,3,Lycée,38,2,Collège,8,6,Ouvriers,1200,8,6,Ouvriers,1200,2400,"13,67",1,0,0,1,0,1,18,0,0,6,6,6,"13,83",0,6,6,6,"14,00",0,2016,"11,1","0,6","2,02",Dropout
1,1,2,9070,1.00,1,3,Lycée terminé,"13,5",1,1,3,3,Lycée,1,3,Lycée,4,5,Employés,1200,7,6,Ouvriers,1300,2500,"12,98",1,0,0,1,0,0,19,0,0,6,6,6,"11,83",0,6,7,6,"13,00",0,2009,"9,4","-0,8","-3,12",Graduate
1,1,1,9773,1.00,1,3,Lycée terminé,"16,0",1,1,3,3,Lycée,38,2,Collège,4,5,Employés,900,7,6,Ouvriers,1300,2200,"14,65",0,0,0,1,0,1,18,0,0,6,7,6,"13,43",0,6,10,6,"13,50",0,2014,"13,9","-0,3","0,79",Graduate
1,43,1,9991,0.00,1,3,Lycée terminé,"12,0",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,1350,8,6,Ouvriers,1200,2550,"12,25",1,0,0,1,0,0,29,0,8,13,16,8,"10,50",8,12,19,9,"10,33",0,2009,"9,4","-0,8","-3,12",Enrolled
1,39,2,9556,1.00,19,3,Lycée terminé,"13,3",1,37,2,2,Collège,37,2,Collège,3,4,Professions intermédiaires,900,7,6,Ouvriers,1300,2200,"11,78",0,0,0,1,0,0,24,0,0,7,10,6,"11,42",0,8,9,8,"11,96",0,2014,"13,9","-0,3","0,79",Graduate
1,17,2,9556,1.00,1,3,Lycée terminé,"13,3",1,37,2,2,Collège,38,2,Collège,9,6,Ouvriers,1200,8,6,Ouvriers,1200,2400,"10,60",1,0,0,1,0,0,19,0,0,7,16,2,"12,75",0,7,12,2,"11,00",0,2017,"8,9","1,4","3,51",Dropout
1,17,1,9556,1.00,1,3,Lycée terminé,"13,3",1,1,3,3,Lycée,38,2,Collège,4,5,Employés,1200,9,6,Ouvriers,900,2100,"11,90",0,0,0,1,0,0,19,0,0,7,10,6,"11,15",0,7,7,7,"12,81",0,2011,"12,7","3,7","-1,7",Enrolled
1,1,1,9670,1.00,1,3,Lycée terminé,"12,0",1,38,2,2,Collège,19,3,Lycée,4,5,Employés,900,8,6,Ouvriers,1200,2100,"11,51",0,0,0,1,0,0,19,0,0,6,8,3,"11,67",0,6,11,5,"13,63",0,2010,"10,8","1,4","1,74",Enrolled
1,17,4,9254,1.00,1,3,Lycée terminé,"10,6",1,37,2,2,Collège,19,3,Lycée,9,6,Ouvriers,900,7,6,Ouvriers,1300,2200,"11,69",1,0,0,1,0,0,20,0,0,6,7,6,"11,50",0,6,8,5,"12,40",0,2016,"11,1","0,6","2,02",Graduate
1,1,2,9773,1.00,1,3,Lycée terminé,"14,8",1,1,3,3,Lycée,19,3,Lycée,9,6,Ouvriers,1350,9,6,Ouvriers,900,2250,"14,17",0,0,0,1,0,0,18,0,0,6,6,6,"13,83",0,6,6,6,"12,67",0,2010,"10,8","1,4","1,74",Graduate
1,1,2,9070,1.00,1,3,Lycée terminé,"13,4",1,1,3,3,Lycée,19,3,Lycée,3,4,Professions intermédiaires,900,3,4,Professions intermédiaires,1350,2250,"12,77",1,0,0,0,0,0,18,0,1,6,8,6,"11,71",0,6,11,4,"11,33",0,2014,"13,9","-0,3","0,79",Dropout
1,1,5,9500,1.00,1,3,Lycée terminé,"13,0",1,19,3,3,Lycée,1,3,Lycée,9,6,Ouvriers,2000,5,5,Employés,1000,3000,"12,21",1,0,0,1,0,1,19,0,0,7,8,7,"11,68",0,8,10,7,"13,04",0,2015,"12,4","0,5","1,79",Graduate
1,16,1,9085,1.00,1,3,Lycée terminé,"15,0",1,3,3,3,Lycée,3,4,Licence,2,3,Cadres et professions intellectuelles,1000,1,3,Cadres et professions intellectuelles,3000,4000,"15,35",1,0,0,1,0,0,19,0,0,6,7,6,"15,71",0,6,6,6,"14,67",0,2014,"13,9","-0,3","0,79",Dropout
1,1,1,171,1.00,1,3,Lycée terminé,"14,1",1,1,3,3,Lycée,19,3,Lycée,5,5,Employés,900,8,6,Ouvriers,1200,2100,"14,14",1,0,0,1,0,1,18,0,0,0,0,0,"0,00",0,0,0,0,"0,00",0,2014,"13,9","-0,3","0,79",Graduate
1,1,1,9773,1.00,1,3,Lycée terminé,"14,0",1,19,3,3,Lycée,37,2,Collège,9,6,Ouvriers,2000,6,1,Agriculteurs exploitants,1000,3000,"13,58",1,0,0,1,0,1,19,0,0,6,6,6,"13,00",0,6,7,6,"13,00",0,2010,"10,8","1,4","1,74",Graduate
1,1,2,9500,1.00,1,3,Lycée terminé,"13,8",1,3,3,3,Lycée,3,4,Licence,2,3,Cadres et professions intellectuelles,900,2,3,Cadres et professions intellectuelles,2000,2900,"12,75",1,0,0,1,0,1,18,0,0,7,7,7,"14,49",0,8,9,8,"14,59",0,2013,"16,2","0,3","-0,92",Graduate
1,39,1,9991,0.00,1,3,Lycée terminé,"13,0",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,1000,9,6,Ouvriers,900,1900,"15,16",0,0,0,1,0,0,24,0,0,5,9,5,"12,29",0,5,8,5,"12,13",0,2013,"16,2","0,3","-0,92",Enrolled
1,39,1,9500,1.00,1,3,Lycée terminé,"13,3",1,19,3,3,Lycée,19,3,Lycée,5,5,Employés,1200,6,1,Agriculteurs exploitants,1000,2200,"12,14",0,0,1,1,0,0,28,0,0,7,12,4,"13,38",0,7,7,5,"13,50",0,2014,"13,9","-0,3","0,79",Enrolled
1,42,1,9500,1.00,1,3,Lycée terminé,"13,3",1,1,3,3,Lycée,1,3,Lycée,4,5,Employés,900,4,5,Employés,1200,2100,"10,00",0,0,0,1,0,0,20,0,1,8,8,7,"11,57",1,8,8,7,"11,57",0,2011,"12,7","3,7","-1,7",Graduate
1,1,6,9500,1.00,1,3,Lycée terminé,"15,0",1,37,2,2,Collège,38,2,Collège,9,6,Ouvriers,900,9,6,Ouvriers,900,1800,"13,15",1,0,0,1,0,1,19,0,0,8,8,7,"12,66",0,8,8,7,"12,66",0,2011,"12,7","3,7","-1,7",Graduate
1,17,1,9147,1.00,1,3,Lycée terminé,"11,7",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,1000,9,6,Ouvriers,900,1900,"10,93",0,0,0,0,0,0,22,0,0,5,9,2,"10,00",0,5,11,1,"10,00",0,2009,"9,4","-0,8","-3,12",Dropout
1,1,1,9238,1.00,1,3,Lycée terminé,"14,5",1,19,3,3,Lycée,1,3,Lycée,6,1,Agriculteurs exploitants,900,5,5,Employés,1000,1900,"12,79",1,0,0,1,0,0,19,0,0,6,7,6,"13,71",0,6,6,6,"13,17",0,2011,"12,7","3,7","-1,7",Graduate
1,7,1,9238,1.00,3,4,Licence,"14,0",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,900,9,6,Ouvriers,900,1800,"14,00",1,0,0,1,0,0,36,0,10,14,21,13,"13,07",4,11,16,11,"13,00",0,2013,"16,2","0,3","-0,92",Graduate
1,44,1,9003,1.00,39,3,Lycée professionnel et technologique,"16,0",1,37,2,2,Collège,38,2,Collège,9,6,Ouvriers,3000,7,6,Ouvriers,1300,4300,"16,00",0,0,0,1,0,1,19,0,0,6,7,6,"15,33",0,6,9,6,"14,00",0,2012,"15,5","2,8","-4,06",Graduate
1,17,1,9238,1.00,1,3,Lycée terminé,"12,5",1,4,5,5,Master,3,4,Licence,1,3,Cadres et professions intellectuelles,900,1,3,Cadres et professions intellectuelles,3000,3900,"11,98",0,0,0,1,0,0,18,0,0,6,9,5,"11,57",0,6,8,6,"12,14",0,2013,"16,2","0,3","-0,92",Graduate
4,43,4,9991,0.00,12,3,Lycée terminé,"13,3",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,900,9,6,Ouvriers,900,1800,"15,30",0,0,0,0,0,0,40,0,0,5,10,0,"0,00",0,5,5,0,"0,00",0,2008,"7,6","2,6","0,32",Dropout
1,1,2,9500,1.00,1,3,Lycée terminé,"13,9",1,38,2,2,Collège,37,2,Collège,9,6,Ouvriers,900,7,6,Ouvriers,1300,2200,"12,50",1,0,0,1,0,1,19,0,0,7,7,6,"12,90",0,7,7,6,"12,90",0,2008,"7,6","2,6","0,32",Graduate
4,43,1,9500,1.00,1,3,Lycée terminé,"13,0",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,1300,9,6,Ouvriers,900,2200,"10,37",0,0,0,1,0,0,38,0,1,8,12,5,"13,13",1,8,12,5,"13,13",1,2010,"10,8","1,4","1,74",Enrolled
1,7,1,9085,1.00,3,4,Licence,"12,0",1,37,2,2,Collège,37,2,Collège,7,6,Ouvriers,900,7,6,Ouvriers,1300,2200,"12,00",0,0,0,1,0,0,32,0,4,10,20,4,"11,50",3,9,13,3,"11,67",2,2012,"15,5","2,8","-4,06",Dropout
1,1,1,9853,1.00,1,3,Lycée terminé,"16,0",1,1,3,3,Lycée,37,2,Collège,9,6,Ouvriers,1200,9,6,Ouvriers,900,2100,"14,60",1,0,0,1,0,0,19,0,0,6,11,3,"10,33",0,6,10,5,"11,80",0,2009,"9,4","-0,8","-3,12",Enrolled
1,17,3,9070,1.00,1,3,Lycée terminé,"12,0",1,3,3,3,Lycée,1,3,Lycée,4,5,Employés,900,4,5,Employés,1200,2100,"11,69",1,0,0,1,0,0,19,0,0,6,6,6,"13,50",0,6,7,6,"13,43",0,2017,"8,9","1,4","3,51",Graduate
2,39,1,9147,1.00,1,3,Lycée terminé,"13,0",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,1350,9,6,Ouvriers,900,2250,"11,79",0,0,0,1,0,0,35,0,0,1,1,0,"0,00",0,5,0,0,"0,00",0,2010,"10,8","1,4","1,74",Dropout
1,1,1,9147,1.00,1,3,Lycée terminé,"12,4",1,38,2,2,Collège,19,3,Lycée,3,4,Professions intermédiaires,1350,10,5,Employés,1200,2550,"12,86",1,0,0,1,0,0,20,0,0,5,5,4,"12,00",0,4,4,2,"11,50",0,2008,"7,6","2,6","0,32",Enrolled
1,17,1,9853,1.00,1,3,Lycée terminé,"15,0",1,19,3,3,Lycée,19,3,Lycée,3,4,Professions intermédiaires,900,4,5,Employés,1200,2100,"13,50",0,0,0,1,0,0,29,0,2,8,10,7,"11,14",2,8,11,8,"11,38",0,2011,"12,7","3,7","-1,7",Graduate
1,1,1,9991,0.00,1,3,Lycée terminé,"14,0",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,1300,9,6,Ouvriers,900,2200,"12,46",0,0,0,1,0,0,29,0,0,5,11,5,"11,40",0,5,10,4,"10,25",0,2012,"15,5","2,8","-4,06",Enrolled
1,1,5,9500,1.00,1,3,Lycée terminé,"13,5",1,37,2,2,Collège,37,2,Collège,7,6,Ouvriers,1300,7,6,Ouvriers,1300,2600,"12,40",1,0,0,1,0,1,19,0,0,8,8,7,"12,77",0,8,8,7,"12,77",1,2009,"9,4","-0,8","-3,12",Enrolled
1,1,6,9500,1.00,1,3,Lycée terminé,"14,3",1,38,2,2,Collège,19,3,Lycée,7,6,Ouvriers,0,9,6,Ouvriers,900,900,"12,95",1,0,0,1,0,1,18,0,0,8,8,7,"13,80",0,8,8,7,"13,80",0,2010,"10,8","1,4","1,74",Graduate
2,39,1,8014,0.00,19,3,Lycée terminé,"10,0",1,38,2,2,Collège,19,3,Lycée,0,7,Etudiant,900,10,5,Employés,1200,2100,"11,13",0,0,1,0,0,0,25,0,0,6,7,6,"13,33",0,6,6,6,"13,50",0,2008,"7,6","2,6","0,32",Graduate
4,39,1,8014,0.00,19,3,Lycée terminé,"13,3",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,0,9,6,Ouvriers,900,900,"9,50",0,0,1,0,0,0,50,0,0,6,11,0,"0,00",0,5,6,0,"0,00",0,2017,"8,9","1,4","3,51",Dropout
2,1,1,9147,1.00,1,3,Lycée terminé,"13,3",1,34,3,3,Lycée,34,3,Lycée,0,7,Etudiant,1000,0,7,Etudiant,0,1000,"13,18",0,0,0,1,0,0,24,0,14,15,17,14,"11,36",13,14,15,13,"12,85",0,2008,"7,6","2,6","0,32",Dropout
1,1,5,9119,1.00,1,3,Lycée terminé,"13,2",1,38,2,2,Collège,19,3,Lycée,5,5,Employés,900,3,4,Professions intermédiaires,1350,2250,"11,91",0,0,0,1,0,0,18,0,0,5,11,0,"0,00",0,5,8,0,"0,00",0,2009,"9,4","-0,8","-3,12",Dropout
1,17,1,9085,1.00,1,3,Lycée terminé,"13,1",1,38,2,2,Collège,38,2,Collège,191,6,Ouvriers,1200,174,6,Ouvriers,1100,2300,"12,54",1,0,0,1,0,0,20,0,0,6,13,6,"15,69",0,6,13,5,"14,43",0,2012,"15,5","2,8","-4,06",Graduate
